"global_step","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_length","Rainbow DQN - charts/episodic_length__MIN","Rainbow DQN - charts/episodic_length__MAX","DQN - _step","DQN - _step__MIN","DQN - _step__MAX","DQN - charts/episodic_length","DQN - charts/episodic_length__MIN","DQN - charts/episodic_length__MAX"
"6452797","","","","","","","279670","279629","279711","1031","1031","1031"
"6453644","","","","","","","279639","279639","279639","847","847","847"
"6454645","278107","278107","278107","1133","1133","1133","","","","","",""
"6454760","","","","","","","279727","279727","279727","1116","1116","1116"
"6455826","","","","","","","279859","279859","279859","1066","1066","1066"
"6456966","","","","","","","279894","279894","279894","1140","1140","1140"
"6457021","278303","278303","278303","1116","1116","1116","","","","","",""
"6458040","278346","278346","278346","1019","1019","1019","","","","","",""
"6458921","","","","","","","279946.5","279923","279970","880","880","880"
"6459235","278340","278340","278340","1195","1195","1195","","","","","",""
"6460222","","","","","","","279976","279976","279976","1301","1301","1301"
"6460475","278448","278448","278448","1240","1240","1240","","","","","",""
"6461087","","","","","","","279985","279985","279985","865","865","865"
"6461250","278449.5","278417","278482","775","775","775","","","","","",""
"6462347","278494","278494","278494","1097","1097","1097","","","","","",""
"6464050","","","","","","","280150.5","280093","280208","812","812","812"
"6465084","","","","","","","280179","280179","280179","1034","1034","1034"
"6466148","","","","","","","280245.5","280191","280300","1064","1064","1064"
"6466780","278691","278665","278717","1030","1030","1030","","","","","",""
"6467261","","","","","","","280335","280335","280335","1113","1113","1113"
"6468293","","","","","","","280367","280367","280367","1032","1032","1032"
"6469281","278742","278742","278742","1339","1339","1339","","","","","",""
"6470190","278819","278819","278819","909","909","909","","","","","",""
"6470613","","","","","","","280468","280468","280468","973","973","973"
"6471128","278907","278907","278907","938","938","938","","","","","",""
"6471845","","","","","","","280478","280478","280478","1232","1232","1232"
"6472153","278949","278949","278949","1025","1025","1025","","","","","",""
"6472779","","","","","","","280488","280488","280488","934","934","934"
"6472959","278941","278898","278984","806","806","806","","","","","",""
"6473912","","","","","","","280622","280622","280622","1133","1133","1133"
"6474000","279026","279026","279026","1041","1041","1041","","","","","",""
"6475006","","","","","","","280622.5","280588","280657","1094","1094","1094"
"6475320","279086","279086","279086","1320","1320","1320","","","","","",""
"6477412","279130","279130","279130","1022","1022","1022","","","","","",""
"6477544","","","","","","","280725.5","280690","280761","1249","1249","1249"
"6478514","","","","","","","280797.5","280777","280818","970","970","970"
"6478607","279217","279207","279227","1195","1195","1195","","","","","",""
"6479781","279208","279208","279208","1174","1174","1174","","","","","",""
"6480859","","","","","","","280928","280928","280928","1298","1298","1298"
"6481632","279303","279303","279303","820","820","820","","","","","",""
"6482038","","","","","","","280928","280890","280966","1179","1179","1179"
"6483246","","","","","","","280903","280903","280903","1208","1208","1208"
"6484433","","","","","","","280991","280991","280991","1187","1187","1187"
"6485574","279458","279458","279458","936","936","936","","","","","",""
"6485607","","","","","","","281061","281004","281118","1174","1174","1174"
"6486696","","","","","","","281174","281174","281174","1089","1089","1089"
"6487754","279577","279536","279618","1152","1152","1152","","","","","",""
"6490009","","","","","","","281243","281243","281243","1128","1128","1128"
"6490084","279716","279716","279716","1431","1431","1431","","","","","",""
"6491038","","","","","","","281364","281364","281364","1029","1029","1029"
"6491232","279766","279766","279766","1148","1148","1148","","","","","",""
"6492212","279789","279768","279810","980","980","980","","","","","",""
"6492281","","","","","","","281342","281342","281342","1243","1243","1243"
"6493086","279806.5","279769","279844","874","874","874","","","","","",""
"6493305","","","","","","","281408","281354","281462","1024","1024","1024"
"6493945","279883","279883","279883","859","859","859","","","","","",""
"6494150","","","","","","","281488","281488","281488","845","845","845"
"6495121","279923","279923","279923","1176","1176","1176","","","","","",""
"6495158","","","","","","","281520","281520","281520","1008","1008","1008"
"6496503","279970.5","279947","279994","1382","1382","1382","","","","","",""
"6497390","","","","","","","281581.5","281548","281615","1039","1039","1039"
"6497473","280033","280033","280033","970","970","970","","","","","",""
"6498499","","","","","","","281675","281675","281675","1109","1109","1109"
"6499409","280119","280119","280119","1021","1021","1021","","","","","",""
"6500617","280102","280102","280102","1208","1208","1208","","","","","",""
"6500754","","","","","","","281773","281773","281773","1224","1224","1224"
"6501582","280179","280179","280179","965","965","965","","","","","",""
"6502674","280180","280180","280180","1092","1092","1092","","","","","",""
"6502816","","","","","","","281865","281865","281865","987","987","987"
"6504037","","","","","","","281903","281903","281903","1221","1221","1221"
"6504730","280258","280258","280258","989","989","989","","","","","",""
"6505040","","","","","","","281935","281935","281935","1003","1003","1003"
"6505760","280335","280335","280335","1030","1030","1030","","","","","",""
"6506980","280412","280412","280412","1220","1220","1220","","","","","",""
"6507219","","","","","","","281993","281956","282030","932","932","932"
"6509633","280490","280490","280490","1495","1495","1495","","","","","",""
"6509935","","","","","","","282165","282165","282165","1213","1213","1213"
"6510797","","","","","","","282191","282191","282191","862","862","862"
"6511492","280632","280632","280632","933","933","933","","","","","",""
"6511926","","","","","","","282229","282229","282229","1129","1129","1129"
"6512961","","","","","","","282265","282244","282286","1035","1035","1035"
"6514058","","","","","","","282300.5","282256","282345","1097","1097","1097"
"6514842","280777","280777","280777","1272","1272","1272","","","","","",""
"6515074","","","","","","","282313","282313","282313","1016","1016","1016"
"6515804","280821","280821","280821","962","962","962","","","","","",""
"6516800","280815","280815","280815","996","996","996","","","","","",""
"6517454","","","","","","","282414","282414","282414","1098","1098","1098"
"6517822","280861","280816","280906","1022","1022","1022","","","","","",""
"6518570","","","","","","","282538","282538","282538","1116","1116","1116"
"6518776","280944","280944","280944","954","954","954","","","","","",""
"6519917","","","","","","","282582","282582","282582","1347","1347","1347"
"6521134","","","","","","","282644","282644","282644","1217","1217","1217"
"6522560","","","","","","","282653.5","282619","282688","1426","1426","1426"
"6523640","","","","","","","282748","282748","282748","1080","1080","1080"
"6524036","281147","281125","281169","1416","1416","1416","","","","","",""
"6524755","","","","","","","282750.5","282718","282783","1115","1115","1115"
"6525327","281224","281224","281224","1291","1291","1291","","","","","",""
"6525993","","","","","","","282826","282806","282846","1238","1238","1238"
"6527572","281290","281290","281290","1128","1128","1128","","","","","",""
"6528666","281364","281364","281364","1094","1094","1094","","","","","",""
"6529737","281390","281368","281412","1071","1071","1071","","","","","",""
"6530635","","","","","","","283045","283045","283045","1309","1309","1309"
"6531716","","","","","","","283050","283020","283080","1081","1081","1081"
"6532667","","","","","","","283082","283030","283134","951","951","951"
"6532740","281541","281541","281541","1129","1129","1129","","","","","",""
"6533751","","","","","","","283169","283169","283169","1084","1084","1084"
"6534103","281599","281599","281599","1363","1363","1363","","","","","",""
"6534733","","","","","","","283128","283128","283128","982","982","982"
"6535658","281631.5","281601","281662","1555","1555","1555","","","","","",""
"6535830","","","","","","","283261","283261","283261","1097","1097","1097"
"6536897","","","","","","","283259.5","283226","283293","1067","1067","1067"
"6536945","281698","281678","281718","1287","1287","1287","","","","","",""
"6537836","281757","281757","281757","891","891","891","","","","","",""
"6537925","","","","","","","283365","283365","283365","1028","1028","1028"
"6538837","","","","","","","283394","283394","283394","912","912","912"
"6539029","281781.5","281756","281807","1193","1193","1193","","","","","",""
"6540228","","","","","","","283338","283338","283338","1391","1391","1391"
"6540440","281857.5","281848","281867","1411","1411","1411","","","","","",""
"6541081","","","","","","","283461.5","283422","283501","853","853","853"
"6541534","281881","281849","281913","1094","1094","1094","","","","","",""
"6542237","","","","","","","283509","283479","283539","1156","1156","1156"
"6542792","281925","281925","281925","1258","1258","1258","","","","","",""
"6543178","","","","","","","283569","283569","283569","941","941","941"
"6544004","282002","282002","282002","1212","1212","1212","","","","","",""
"6544098","","","","","","","283560","283499","283621","920","920","920"
"6545137","282034.5","282003","282066","1133","1133","1133","","","","","",""
"6545435","","","","","","","283588","283588","283588","1337","1337","1337"
"6546481","282080","282080","282080","1344","1344","1344","","","","","",""
"6546734","","","","","","","283731","283731","283731","1299","1299","1299"
"6547397","282081","282081","282081","916","916","916","","","","","",""
"6548530","282159","282159","282159","1133","1133","1133","","","","","",""
"6550287","","","","","","","283867","283867","283867","1267","1267","1267"
"6550623","282301","282301","282301","889","889","889","","","","","",""
"6551283","","","","","","","283900","283877","283923","996","996","996"
"6552547","","","","","","","283891","283891","283891","1264","1264","1264"
"6552850","282355","282314","282396","1140","1140","1140","","","","","",""
"6553768","","","","","","","284027","284027","284027","1221","1221","1221"
"6553965","282391","282391","282391","1115","1115","1115","","","","","",""
"6555008","282482.5","282475","282490","1043","1043","1043","","","","","",""
"6555062","","","","","","","284068","284068","284068","1294","1294","1294"
"6556312","","","","","","","284134","284134","284134","1250","1250","1250"
"6556335","282510","282476","282544","1327","1327","1327","","","","","",""
"6557508","","","","","","","284095","284095","284095","1196","1196","1196"
"6557761","282577.5","282552","282603","1426","1426","1426","","","","","",""
"6558606","","","","","","","284207","284182","284232","1098","1098","1098"
"6558860","282640","282629","282651","1099","1099","1099","","","","","",""
"6559883","282630","282630","282630","1023","1023","1023","","","","","",""
"6561081","282726","282707","282745","1198","1198","1198","","","","","",""
"6561943","282745.5","282708","282783","862","862","862","","","","","",""
"6561981","","","","","","","284374","284374","284374","1147","1147","1147"
"6562856","","","","","","","284366","284304","284428","875","875","875"
"6562895","282803.5","282785","282822","952","952","952","","","","","",""
"6563901","","","","","","","284463","284463","284463","1045","1045","1045"
"6564453","282890","282890","282890","1558","1558","1558","","","","","",""
"6565157","","","","","","","284525","284525","284525","1256","1256","1256"
"6566542","","","","","","","284569","284569","284569","1385","1385","1385"
"6566667","282984","282984","282984","1229","1229","1229","","","","","",""
"6568856","","","","","","","284594","284594","284594","1103","1103","1103"
"6569619","283113","283113","283113","1187","1187","1187","","","","","",""
"6570093","","","","","","","284648","284648","284648","1237","1237","1237"
"6570806","283107","283107","283107","1187","1187","1187","","","","","",""
"6571213","","","","","","","284780","284780","284780","1120","1120","1120"
"6571967","283197","283183","283211","1161","1161","1161","","","","","",""
"6572856","283184","283184","283184","889","889","889","","","","","",""
"6573738","","","","","","","284861.5","284838","284885","968","968","968"
"6574075","283281","283261","283301","1219","1219","1219","","","","","",""
"6575146","283262","283262","283262","1071","1071","1071","","","","","",""
"6575744","","","","","","","284973","284973","284973","925","925","925"
"6576158","283339","283339","283339","1012","1012","1012","","","","","",""
"6576568","","","","","","","284971.5","284944","284999","824","824","824"
"6577065","283340","283340","283340","907","907","907","","","","","",""
"6579863","","","","","","","285129","285129","285129","1083","1083","1083"
"6580688","283583","283583","283583","1254","1254","1254","","","","","",""
"6581996","","","","","","","285221","285221","285221","957","957","957"
"6583110","","","","","","","285262.5","285241","285284","1114","1114","1114"
"6583143","283669","283649","283689","1159","1159","1159","","","","","",""
"6584032","","","","","","","285251","285251","285251","922","922","922"
"6585192","","","","","","","285338","285338","285338","1160","1160","1160"
"6585310","283761.5","283740","283783","1406","1406","1406","","","","","",""
"6586065","283741","283741","283741","755","755","755","","","","","",""
"6586281","","","","","","","285379.5","285350","285409","1089","1089","1089"
"6587252","283841","283817","283865","1187","1187","1187","","","","","",""
"6587267","","","","","","","285466","285466","285466","986","986","986"
"6588332","283912","283912","283912","1080","1080","1080","","","","","",""
"6589522","283962","283962","283962","1190","1190","1190","","","","","",""
"6589569","","","","","","","285500.5","285462","285539","1134","1134","1134"
"6590723","283993","283972","284014","1201","1201","1201","","","","","",""
"6591763","283973","283973","283973","1040","1040","1040","","","","","",""
"6591961","","","","","","","285563","285563","285563","1140","1140","1140"
"6592977","","","","","","","285709","285709","285709","1016","1016","1016"
"6594229","","","","","","","285750","285750","285750","1252","1252","1252"
"6594890","284128","284128","284128","889","889","889","","","","","",""
"6595443","","","","","","","285738","285676","285800","1214","1214","1214"
"6595827","284218.5","284205","284232","937","937","937","","","","","",""
"6597194","284288","284288","284288","1367","1367","1367","","","","","",""
"6597431","","","","","","","285854","285819","285889","888","888","888"
"6599406","284385","284385","284385","977","977","977","","","","","",""
"6602788","284526","284526","284526","1253","1253","1253","","","","","",""
"6602943","","","","","","","286084","286029","286139","1084","1084","1084"
"6603882","284540","284540","284540","1094","1094","1094","","","","","",""
"6604166","","","","","","","286117","286117","286117","1223","1223","1223"
"6605956","284619","284619","284619","807","807","807","","","","","",""
"6606138","","","","","","","286266","286266","286266","965","965","965"
"6606901","284620","284620","284620","945","945","945","","","","","",""
"6607132","","","","","","","286261.5","286225","286298","994","994","994"
"6609918","284774","284774","284774","888","888","888","","","","","",""
"6610575","","","","","","","286455","286455","286455","987","987","987"
"6611522","","","","","","","286423","286423","286423","947","947","947"
"6612082","284852","284852","284852","1102","1102","1102","","","","","",""
"6612588","","","","","","","286509","286509","286509","1066","1066","1066"
"6613023","284949","284929","284969","941","941","941","","","","","",""
"6613568","","","","","","","286547.5","286520","286575","980","980","980"
"6613970","285007","285007","285007","947","947","947","","","","","",""
"6614916","285028","285028","285028","946","946","946","","","","","",""
"6615721","","","","","","","286645.5","286620","286671","877","877","877"
"6616172","285065","285029","285101","1256","1256","1256","","","","","",""
"6616632","","","","","","","286665","286630","286700","911","911","911"
"6617276","285105","285105","285105","1104","1104","1104","","","","","",""
"6617850","","","","","","","286740.5","286718","286763","1218","1218","1218"
"6618493","285106","285106","285106","1217","1217","1217","","","","","",""
"6618954","","","","","","","286764","286730","286798","1104","1104","1104"
"6619711","285254","285254","285254","1218","1218","1218","","","","","",""
"6620754","285260","285260","285260","1043","1043","1043","","","","","",""
"6621109","","","","","","","286867.5","286829","286906","1036","1036","1036"
"6621749","285301.5","285261","285342","995","995","995","","","","","",""
"6622859","285339","285339","285339","1110","1110","1110","","","","","",""
"6623534","","","","","","","286974.5","286930","287019","896","896","896"
"6623910","285387.5","285340","285435","1051","1051","1051","","","","","",""
"6624631","","","","","","","287054","287054","287054","1097","1097","1097"
"6625143","285485","285485","285485","1233","1233","1233","","","","","",""
"6625784","","","","","","","287000","287000","287000","1153","1153","1153"
"6626015","285525","285525","285525","872","872","872","","","","","",""
"6626854","285526.5","285494","285559","839","839","839","","","","","",""
"6626896","","","","","","","287087","287087","287087","1112","1112","1112"
"6627928","285607","285607","285607","1074","1074","1074","","","","","",""
"6628113","","","","","","","287158","287101","287215","1217","1217","1217"
"6629136","","","","","","","287187","287187","287187","1023","1023","1023"
"6630163","285685.5","285670","285701","1239","1239","1239","","","","","",""
"6630247","","","","","","","287199","287199","287199","1111","1111","1111"
"6631256","285710","285671","285749","1093","1093","1093","","","","","",""
"6632142","285767","285747","285787","886","886","886","","","","","",""
"6633428","","","","","","","287435","287435","287435","1164","1164","1164"
"6634029","285825","285825","285825","900","900","900","","","","","",""
"6634293","","","","","","","287427","287393","287461","865","865","865"
"6635337","285826","285826","285826","1308","1308","1308","","","","","",""
"6636324","285903","285903","285903","987","987","987","","","","","",""
"6638125","","","","","","","287635","287635","287635","809","809","809"
"6638652","286061","286057","286065","1111","1111","1111","","","","","",""
"6639288","","","","","","","287598","287598","287598","1163","1163","1163"
"6639591","286103","286103","286103","939","939","939","","","","","",""
"6640505","","","","","","","287687","287687","287687","1217","1217","1217"
"6640971","286163","286163","286163","1380","1380","1380","","","","","",""
"6641676","","","","","","","287735","287699","287771","1171","1171","1171"
"6642117","286214","286214","286214","1146","1146","1146","","","","","",""
"6642730","","","","","","","287831","287831","287831","1054","1054","1054"
"6643558","286272","286272","286272","1441","1441","1441","","","","","",""
"6644662","","","","","","","287883","287883","287883","958","958","958"
"6644696","286319","286319","286319","1138","1138","1138","","","","","",""
"6645773","","","","","","","287895","287895","287895","1111","1111","1111"
"6646809","","","","","","","287907","287907","287907","1036","1036","1036"
"6646843","286369.5","286325","286414","1156","1156","1156","","","","","",""
"6647726","","","","","","","287992","287992","287992","917","917","917"
"6648329","286402","286402","286402","1486","1486","1486","","","","","",""
"6648633","","","","","","","288002","288002","288002","907","907","907"
"6649117","286512","286512","286512","788","788","788","","","","","",""
"6650041","286479","286479","286479","924","924","924","","","","","",""
"6650862","286571","286556","286586","821","821","821","","","","","",""
"6652042","286557","286557","286557","1180","1180","1180","","","","","",""
"6652134","","","","","","","288199","288166","288232","1110","1110","1110"
"6653074","286635","286635","286635","1032","1032","1032","","","","","",""
"6653620","","","","","","","288182","288182","288182","1486","1486","1486"
"6653858","286715","286715","286715","784","784","784","","","","","",""
"6655001","286765","286765","286765","1143","1143","1143","","","","","",""
"6655019","","","","","","","288272","288272","288272","1399","1399","1399"
"6656122","","","","","","","288359","288359","288359","1103","1103","1103"
"6656290","286803","286789","286817","1289","1289","1289","","","","","",""
"6657193","286822.5","286790","286855","903","903","903","","","","","",""
"6657203","","","","","","","288371","288371","288371","1081","1081","1081"
"6658375","286886.5","286867","286906","1182","1182","1182","","","","","",""
"6659476","286953","286953","286953","1101","1101","1101","","","","","",""
"6660745","286987.5","286966","287009","1269","1269","1269","","","","","",""
"6661794","","","","","","","288634","288634","288634","1117","1117","1117"
"6661843","287011.5","286967","287056","1098","1098","1098","","","","","",""
"6662891","","","","","","","288657","288657","288657","1097","1097","1097"
"6663862","","","","","","","288668","288668","288668","971","971","971"
"6664021","287135","287120","287150","878","878","878","","","","","",""
"6664834","287184","287184","287184","813","813","813","","","","","",""
"6665959","","","","","","","288793","288767","288819","875","875","875"
"6666025","287217","287198","287236","1191","1191","1191","","","","","",""
"6667145","","","","","","","288857","288857","288857","1186","1186","1186"
"6667399","287199","287199","287199","1374","1374","1374","","","","","",""
"6669524","","","","","","","288880","288880","288880","1090","1090","1090"
"6669703","287372.5","287353","287392","1415","1415","1415","","","","","",""
"6670647","","","","","","","288968","288968","288968","1123","1123","1123"
"6670902","287444","287444","287444","1199","1199","1199","","","","","",""
"6671896","287457","287432","287482","994","994","994","","","","","",""
"6672861","","","","","","","289096","289067","289125","1274","1274","1274"
"6673903","","","","","","","289079","289079","289079","1042","1042","1042"
"6674173","287580","287580","287580","1089","1089","1089","","","","","",""
"6674881","","","","","","","289151.5","289089","289214","978","978","978"
"6676992","","","","","","","289187","289187","289187","1024","1024","1024"
"6677494","287686","287686","287686","1021","1021","1021","","","","","",""
"6678136","","","","","","","289316","289275","289357","1144","1144","1144"
"6678464","287687","287687","287687","970","970","970","","","","","",""
"6679114","","","","","","","289389","289389","289389","978","978","978"
"6679465","287764","287764","287764","1001","1001","1001","","","","","",""
"6679968","","","","","","","289375.5","289336","289415","854","854","854"
"6680393","287848","287848","287848","928","928","928","","","","","",""
"6680976","","","","","","","289472","289472","289472","1008","1008","1008"
"6682549","287843","287843","287843","1091","1091","1091","","","","","",""
"6683473","287949.5","287920","287979","924","924","924","","","","","",""
"6685267","","","","","","","289658","289658","289658","978","978","978"
"6685719","288038.5","287998","288079","1347","1347","1347","","","","","",""
"6686602","288096","288075","288117","883","883","883","","","","","",""
"6687950","","","","","","","289648","289648","289648","1462","1462","1462"
"6688603","288177.5","288153","288202","1116","1116","1116","","","","","",""
"6688990","","","","","","","289767","289734","289800","1040","1040","1040"
"6689991","","","","","","","289745","289745","289745","1001","1001","1001"
"6690726","288258","288258","288258","1078","1078","1078","","","","","",""
"6691256","","","","","","","289898","289898","289898","1265","1265","1265"
"6691757","288298","288259","288337","1031","1031","1031","","","","","",""
"6692617","288375","288375","288375","860","860","860","","","","","",""
"6693476","","","","","","","289963","289933","289993","984","984","984"
"6694421","","","","","","","290050","290050","290050","945","945","945"
"6694743","288413","288413","288413","1178","1178","1178","","","","","",""
"6695739","","","","","","","290062","290033","290091","1318","1318","1318"
"6695854","288512","288512","288512","1111","1111","1111","","","","","",""
"6696949","288491","288491","288491","1095","1095","1095","","","","","",""
"6698256","288568","288568","288568","1307","1307","1307","","","","","",""
"6698871","","","","","","","290214","290214","290214","1146","1146","1146"
"6700036","288669","288646","288692","803","803","803","","","","","",""
"6700053","","","","","","","290277","290277","290277","1182","1182","1182"
"6700936","288647","288647","288647","900","900","900","","","","","",""
"6703112","288813","288801","288825","1155","1155","1155","","","","","",""
"6703629","","","","","","","290380.5","290345","290416","1057","1057","1057"
"6704114","288867","288867","288867","1002","1002","1002","","","","","",""
"6704730","","","","","","","290476","290476","290476","1101","1101","1101"
"6704983","288902","288902","288902","869","869","869","","","","","",""
"6705802","","","","","","","290444","290444","290444","1072","1072","1072"
"6707141","","","","","","","290504","290504","290504","1339","1339","1339"
"6707922","289008.5","288985","289032","988","988","988","","","","","",""
"6710316","","","","","","","290671.5","290614","290729","1047","1047","1047"
"6710360","289097.5","289062","289133","1321","1321","1321","","","","","",""
"6712439","289140","289140","289140","1034","1034","1034","","","","","",""
"6712553","","","","","","","290824","290824","290824","1142","1142","1142"
"6713507","","","","","","","290856","290856","290856","954","954","954"
"6713529","289244","289218","289270","1090","1090","1090","","","","","",""
"6714630","","","","","","","290891","290891","290891","1123","1123","1123"
"6714935","289330","289330","289330","1406","1406","1406","","","","","",""
"6715747","","","","","","","290924.5","290898","290951","1117","1117","1117"
"6715798","289364","289364","289364","863","863","863","","","","","",""
"6716755","289372","289372","289372","957","957","957","","","","","",""
"6717836","289414.5","289373","289456","1081","1081","1081","","","","","",""
"6717906","","","","","","","290997","290997","290997","1061","1061","1061"
"6718572","289486","289486","289486","736","736","736","","","","","",""
"6718933","","","","","","","291008","291008","291008","1027","1027","1027"
"6719959","289451","289451","289451","1387","1387","1387","","","","","",""
"6720300","","","","","","","291120","291097","291143","1367","1367","1367"
"6720660","289528","289528","289528","701","701","701","","","","","",""
"6721680","289590","289562","289618","1020","1020","1020","","","","","",""
"6722517","","","","","","","291241","291241","291241","1176","1176","1176"
"6722904","289674","289674","289674","1224","1224","1224","","","","","",""
"6723742","","","","","","","291244.5","291210","291279","1225","1225","1225"
"6724071","289680","289639","289721","1167","1167","1167","","","","","",""
"6724892","","","","","","","291298","291298","291298","1150","1150","1150"
"6725890","","","","","","","291371","291371","291371","998","998","998"
"6727264","289857","289857","289857","930","930","930","","","","","",""
"6728523","289912","289912","289912","1259","1259","1259","","","","","",""
"6729537","289952","289948","289956","1014","1014","1014","","","","","",""
"6730096","","","","","","","291555","291555","291555","873","873","873"
"6730591","289998","289998","289998","1054","1054","1054","","","","","",""
"6731201","","","","","","","291593","291593","291593","1105","1105","1105"
"6731840","290040","290026","290054","1249","1249","1249","","","","","",""
"6732346","","","","","","","291605","291605","291605","1145","1145","1145"
"6732908","290027","290027","290027","1068","1068","1068","","","","","",""
"6734012","290104","290104","290104","1104","1104","1104","","","","","",""
"6734622","","","","","","","291713.5","291676","291751","1089","1089","1089"
"6736303","290207","290207","290207","1285","1285","1285","","","","","",""
"6737732","","","","","","","291900","291900","291900","883","883","883"
"6738255","290285","290285","290285","928","928","928","","","","","",""
"6738894","","","","","","","291935","291935","291935","1162","1162","1162"
"6739361","290375","290375","290375","1106","1106","1106","","","","","",""
"6739924","","","","","","","291940","291884","291996","1030","1030","1030"
"6740362","290417","290417","290417","1001","1001","1001","","","","","",""
"6742299","290499","290499","290499","863","863","863","","","","","",""
"6744275","290518","290518","290518","897","897","897","","","","","",""
"6745104","","","","","","","292091","292091","292091","1058","1058","1058"
"6745606","290620","290595","290645","1331","1331","1331","","","","","",""
"6746308","","","","","","","292214.5","292179","292250","1204","1204","1204"
"6746598","290684","290684","290684","992","992","992","","","","","",""
"6747287","","","","","","","292304","292304","292304","979","979","979"
"6747819","290705.5","290673","290738","1221","1221","1221","","","","","",""
"6748317","","","","","","","292276","292276","292276","1030","1030","1030"
"6749004","290750","290750","290750","1185","1185","1185","","","","","",""
"6749710","","","","","","","292408","292408","292408","1393","1393","1393"
"6751252","290862.5","290841","290884","1037","1037","1037","","","","","",""
"6752919","","","","","","","292535","292535","292535","973","973","973"
"6753472","290919","290919","290919","1145","1145","1145","","","","","",""
"6753966","","","","","","","292488","292488","292488","1047","1047","1047"
"6754342","290968.5","290920","291017","870","870","870","","","","","",""
"6755168","","","","","","","292630","292630","292630","1202","1202","1202"
"6756443","","","","","","","292696","292696","292696","1275","1275","1275"
"6756628","291115","291115","291115","1179","1179","1179","","","","","",""
"6757721","291118","291074","291162","1093","1093","1093","","","","","",""
"6758319","","","","","","","292757","292757","292757","967","967","967"
"6759084","","","","","","","292805","292805","292805","765","765","765"
"6760491","","","","","","","292784","292784","292784","1407","1407","1407"
"6761254","291311","291311","291311","1014","1014","1014","","","","","",""
"6761416","","","","","","","292906","292906","292906","925","925","925"
"6762478","","","","","","","292858","292858","292858","1062","1062","1062"
"6763535","291409","291409","291409","1236","1236","1236","","","","","",""
"6764618","","","","","","","292956","292956","292956","1005","1005","1005"
"6765339","291474","291461","291487","812","812","812","","","","","",""
"6765624","","","","","","","293090","293090","293090","1006","1006","1006"
"6766445","291507","291481","291533","1106","1106","1106","","","","","",""
"6766695","","","","","","","293122","293122","293122","1071","1071","1071"
"6767572","291557","291557","291557","1127","1127","1127","","","","","",""
"6767694","","","","","","","293121.5","293064","293179","999","999","999"
"6768659","291558","291558","291558","1087","1087","1087","","","","","",""
"6768766","","","","","","","293152","293152","293152","1072","1072","1072"
"6769805","","","","","","","293219","293164","293274","1039","1039","1039"
"6770577","291636","291636","291636","876","876","876","","","","","",""
"6771013","","","","","","","293252","293252","293252","1208","1208","1208"
"6771538","291713","291713","291713","961","961","961","","","","","",""
"6772018","","","","","","","293303.5","293263","293344","1005","1005","1005"
"6773140","","","","","","","293376.5","293350","293403","1122","1122","1122"
"6774263","","","","","","","293362","293362","293362","1123","1123","1123"
"6774788","291792","291792","291792","1344","1344","1344","","","","","",""
"6775317","","","","","","","293449","293449","293449","1054","1054","1054"
"6775977","291940","291940","291940","1189","1189","1189","","","","","",""
"6776267","","","","","","","293528","293528","293528","950","950","950"
"6777128","","","","","","","293582","293582","293582","861","861","861"
"6777278","291970.5","291946","291995","1301","1301","1301","","","","","",""
"6778329","292023","292023","292023","1051","1051","1051","","","","","",""
"6779058","","","","","","","293643","293643","293643","940","940","940"
"6780299","","","","","","","293653","293653","293653","1241","1241","1241"
"6781030","292115","292115","292115","932","932","932","","","","","",""
"6781792","","","","","","","293776","293776","293776","1493","1493","1493"
"6782307","292215","292215","292215","1277","1277","1277","","","","","",""
"6782962","","","","","","","293786","293758","293814","1170","1170","1170"
"6783323","292224.5","292192","292257","1016","1016","1016","","","","","",""
"6784048","","","","","","","293845","293845","293845","1086","1086","1086"
"6785034","","","","","","","293907","293907","293907","986","986","986"
"6785209","292270","292270","292270","905","905","905","","","","","",""
"6786157","292379","292379","292379","948","948","948","","","","","",""
"6786202","","","","","","","293970","293970","293970","1168","1168","1168"
"6786917","","","","","","","293952","293952","293952","715","715","715"
"6787853","","","","","","","294004.5","293962","294047","936","936","936"
"6789332","292426","292426","292426","1356","1356","1356","","","","","",""
"6790143","","","","","","","294146","294146","294146","1250","1250","1250"
"6791287","","","","","","","294119","294119","294119","1144","1144","1144"
"6792521","292616.5","292581","292652","914","914","914","","","","","",""
"6793123","","","","","","","294140","294140","294140","951","951","951"
"6793237","292658","292658","292658","716","716","716","","","","","",""
"6794548","292659","292659","292659","1311","1311","1311","","","","","",""
"6795630","292768.5","292751","292786","1082","1082","1082","","","","","",""
"6798481","292908","292908","292908","1149","1149","1149","","","","","",""
"6798615","","","","","","","294492","294492","294492","866","866","866"
"6799639","292958","292958","292958","1158","1158","1158","","","","","",""
"6800678","292907","292907","292907","1039","1039","1039","","","","","",""
"6800915","","","","","","","294525","294525","294525","989","989","989"
"6801605","293013.5","292984","293043","927","927","927","","","","","",""
"6802195","","","","","","","294651","294651","294651","1280","1280","1280"
"6802627","293074.5","293061","293088","1022","1022","1022","","","","","",""
"6803418","","","","","","","294627","294627","294627","1223","1223","1223"
"6804273","293157","293157","293157","759","759","759","","","","","",""
"6804603","","","","","","","294715","294715","294715","1185","1185","1185"
"6805515","","","","","","","294785","294785","294785","912","912","912"
"6806356","","","","","","","294811","294811","294811","841","841","841"
"6806648","293258","293258","293258","1233","1233","1233","","","","","",""
