"global_step","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_return","Rainbow DQN - charts/episodic_return__MIN","Rainbow DQN - charts/episodic_return__MAX","DQN - _step","DQN - _step__MIN","DQN - _step__MAX","DQN - charts/episodic_return","DQN - charts/episodic_return__MIN","DQN - charts/episodic_return__MAX"
"7410780","","","","","","","320557","320557","320557","4","4","4"
"7411911","319154.5","319129","319180","3","3","3","","","","","",""
"7414153","","","","","","","320768.5","320745","320792","6","6","6"
"7415181","","","","","","","320756","320756","320756","9","9","9"
"7416240","","","","","","","320843","320843","320843","9","9","9"
"7416381","319369","319369","319369","1","1","1","","","","","",""
"7417420","319415","319415","319415","11","11","11","","","","","",""
"7418568","","","","","","","320943","320943","320943","12","12","12"
"7418607","319466","319466","319466","8","8","8","","","","","",""
"7420561","","","","","","","320965","320965","320965","12","12","12"
"7420621","319517","319517","319517","10","10","10","","","","","",""
"7421766","","","","","","","321109","321109","321109","4","4","4"
"7421858","319518","319518","319518","12","12","12","","","","","",""
"7422906","","","","","","","321107","321042","321172","6","6","6"
"7423993","","","","","","","321166","321128","321204","7","7","7"
"7424237","319691.5","319678","319705","1","1","1","","","","","",""
"7425346","319715","319679","319751","11","11","11","","","","","",""
"7426429","319777.5","319756","319799","9","9","9","","","","","",""
"7427575","","","","","","","321242","321242","321242","17","17","17"
"7428899","","","","","","","321369","321331","321407","2","2","2"
"7430109","319911","319911","319911","10","10","10","","","","","",""
"7430253","","","","","","","321476","321476","321476","2","2","2"
"7431344","320008","320008","320008","5","5","5","","","","","",""
"7431573","","","","","","","321476","321435","321517","4","4","4"
"7432275","319989","319989","319989","4","4","4","","","","","",""
"7432727","","","","","","","321580","321580","321580","4","4","4"
"7433076","320081","320081","320081","11","11","11","","","","","",""
"7433985","","","","","","","321537","321537","321537","6","6","6"
"7435183","","","","","","","321653","321625","321681","9","9","9"
"7435200","320171","320171","320171","13","13","13","","","","","",""
"7436145","320145","320145","320145","10","10","10","","","","","",""
"7438200","","","","","","","321767","321733","321801","10","10","10"
"7438225","320303","320303","320303","13","13","13","","","","","",""
"7439161","","","","","","","321838.5","321819","321858","17","17","17"
"7440177","","","","","","","321890","321890","321890","13","13","13"
"7440338","320305","320305","320305","12","12","12","","","","","",""
"7441440","","","","","","","321937.5","321919","321956","4","4","4"
"7441498","320440","320440","320440","11","11","11","","","","","",""
"7443394","","","","","","","321940","321940","321940","13","13","13"
"7443491","320493","320460","320526","9","9","9","","","","","",""
"7444273","320537","320537","320537","15","15","15","","","","","",""
"7444340","","","","","","","322050","322026","322074","13","13","13"
"7445429","","","","","","","322109","322109","322109","8","8","8"
"7446067","320627.5","320615","320640","9","9","9","","","","","",""
"7446550","","","","","","","322147","322125","322169","10","10","10"
"7447146","320651","320616","320686","11","11","11","","","","","",""
"7447457","","","","","","","322223","322223","322223","14","14","14"
"7447971","320693","320693","320693","15","15","15","","","","","",""
"7448578","","","","","","","322223","322188","322258","6","6","6"
"7448970","320694","320694","320694","9","9","9","","","","","",""
"7449753","","","","","","","322261","322201","322321","10","10","10"
"7450282","320771","320771","320771","4","4","4","","","","","",""
"7450858","","","","","","","322288","322288","322288","10","10","10"
"7451106","320848","320848","320848","12","12","12","","","","","",""
"7451865","","","","","","","322412","322412","322412","14","14","14"
"7452235","320854","320854","320854","10","10","10","","","","","",""
"7453121","320945","320945","320945","14","14","14","","","","","",""
"7453967","","","","","","","322479","322479","322479","6","6","6"
"7454130","320987","320987","320987","11","11","11","","","","","",""
"7455541","321047","321047","321047","4","4","4","","","","","",""
"7456245","321009","321009","321009","13","13","13","","","","","",""
"7456320","","","","","","","322539","322498","322580","7","7","7"
"7457387","","","","","","","322610.5","322584","322637","11","11","11"
"7457438","321107.5","321086","321129","12","12","12","","","","","",""
"7458431","321173","321173","321173","8","8","8","","","","","",""
"7459678","","","","","","","322709.5","322684","322735","12","12","12"
"7460602","","","","","","","322731","322695","322767","-7","-7","-7"
"7461597","321273","321242","321304","4","4","4","","","","","",""
"7461708","","","","","","","322782","322782","322782","7","7","7"
"7462742","321355","321355","321355","6","6","6","","","","","",""
"7463896","321399.5","321396","321403","-1","-1","-1","","","","","",""
"7464195","","","","","","","322905.5","322883","322928","6","6","6"
"7465023","321425","321397","321453","2","2","2","","","","","",""
"7465908","321483.5","321474","321493","15","15","15","","","","","",""
"7465940","","","","","","","323011","323011","323011","15","15","15"
"7467035","321511.5","321484","321539","5","5","5","","","","","",""
"7468142","321587","321587","321587","4","4","4","","","","","",""
"7469139","321561","321561","321561","12","12","12","","","","","",""
"7470366","","","","","","","323139","323102","323176","17","17","17"
"7471515","","","","","","","323214.5","323190","323239","-1","-1","-1"
"7471808","321745","321745","321745","1","1","1","","","","","",""
"7472681","321779","321779","321779","13","13","13","","","","","",""
"7472735","","","","","","","323277","323277","323277","9","9","9"
"7473490","321814","321814","321814","9","9","9","","","","","",""
"7474908","321878","321878","321878","3","3","3","","","","","",""
"7475797","","","","","","","323357","323357","323357","4","4","4"
"7475972","321895.5","321871","321920","9","9","9","","","","","",""
"7477109","321921.5","321872","321971","8","8","8","","","","","",""
"7478105","321981","321949","322013","13","13","13","","","","","",""
"7478297","","","","","","","323526","323526","323526","8","8","8"
"7479049","322053","322053","322053","12","12","12","","","","","",""
"7479170","","","","","","","323524.5","323469","323580","12","12","12"
"7480171","322063","322027","322099","2","2","2","","","","","",""
"7481590","","","","","","","323681","323681","323681","1","1","1"
"7482272","322150.5","322110","322191","9","9","9","","","","","",""
"7482531","","","","","","","323684.5","323656","323713","10","10","10"
"7483308","322237","322237","322237","13","13","13","","","","","",""
"7484224","322188","322188","322188","-7","-7","-7","","","","","",""
"7484667","","","","","","","323754","323754","323754","12","12","12"
"7485236","322319","322319","322319","16","16","16","","","","","",""
"7485762","","","","","","","323803","323766","323840","12","12","12"
"7486013","322310","322265","322355","11","11","11","","","","","",""
"7487007","322369.5","322342","322397","10","10","10","","","","","",""
"7488131","322445","322445","322445","7","7","7","","","","","",""
"7488141","","","","","","","323904","323867","323941","8","8","8"
"7489256","","","","","","","323978","323954","324002","9","9","9"
"7490000","322522","322522","322522","7","7","7","","","","","",""
"7490352","","","","","","","324037","324037","324037","8","8","8"
"7490901","322531","322498","322564","14","14","14","","","","","",""
"7492005","322575","322575","322575","13","13","13","","","","","",""
"7492997","322650","322650","322650","9","9","9","","","","","",""
"7494246","322679","322653","322705","10","10","10","","","","","",""
"7495232","322749","322749","322749","12","12","12","","","","","",""
"7495559","","","","","","","324253","324253","324253","11","11","11"
"7496481","322799","322799","322799","7","7","7","","","","","",""
"7496639","","","","","","","324313","324313","324313","1","1","1"
"7497505","322815","322815","322815","6","6","6","","","","","",""
"7497716","","","","","","","324310.5","324273","324348","5","5","5"
"7498517","322889","322889","322889","10","10","10","","","","","",""
"7498834","","","","","","","324360","324360","324360","6","6","6"
"7499776","","","","","","","324437","324437","324437","14","14","14"
"7500823","","","","","","","324498","324498","324498","11","11","11"
"7501780","","","","","","","324527","324527","324527","12","12","12"
"7501970","323034","323034","323034","13","13","13","","","","","",""
"7502820","","","","","","","324587","324587","324587","12","12","12"
"7502885","323048","323048","323048","10","10","10","","","","","",""
"7503973","","","","","","","324582","324542","324622","10","10","10"
"7504966","","","","","","","324679","324679","324679","12","12","12"
"7505915","323207","323207","323207","13","13","13","","","","","",""
"7506346","","","","","","","324723","324723","324723","3","3","3"
"7507183","323257","323257","323257","6","6","6","","","","","",""
"7507520","","","","","","","324786","324786","324786","-3","-3","-3"
"7509314","323316.5","323282","323351","11","11","11","","","","","",""
"7509631","","","","","","","324754","324754","324754","12","12","12"
"7510536","","","","","","","324873","324839","324907","13","13","13"
"7510755","323369","323369","323369","1","1","1","","","","","",""
"7511798","323412.5","323370","323455","8","8","8","","","","","",""
"7512494","","","","","","","324993","324993","324993","9","9","9"
"7512784","323472","323447","323497","10","10","10","","","","","",""
"7513675","","","","","","","325031","325031","325031","9","9","9"
"7513785","323541","323541","323541","13","13","13","","","","","",""
"7515514","","","","","","","325081","325044","325118","14","14","14"
"7515567","323525","323525","323525","13","13","13","","","","","",""
"7516655","","","","","","","325178","325178","325178","10","10","10"
"7516757","323668","323668","323668","-2","-2","-2","","","","","",""
"7517718","323679","323679","323679","11","11","11","","","","","",""
"7517788","","","","","","","325143","325143","325143","7","7","7"
"7518823","323760","323760","323760","6","6","6","","","","","",""
"7518934","","","","","","","325156","325156","325156","8","8","8"
"7519769","323777.5","323757","323798","8","8","8","","","","","",""
"7520141","","","","","","","325244","325244","325244","10","10","10"
"7520928","323758","323758","323758","11","11","11","","","","","",""
"7521254","","","","","","","325372","325372","325372","11","11","11"
"7521801","323887","323887","323887","10","10","10","","","","","",""
"7523583","","","","","","","325451.5","325432","325471","16","16","16"
"7523948","323977","323977","323977","9","9","9","","","","","",""
"7524536","","","","","","","325473","325443","325503","11","11","11"
"7524842","324017","324017","324017","15","15","15","","","","","",""
"7525786","323996","323996","323996","13","13","13","","","","","",""
"7526582","","","","","","","325592","325592","325592","10","10","10"
"7526885","324072","324072","324072","10","10","10","","","","","",""
"7527919","324149","324149","324149","12","12","12","","","","","",""
"7527954","","","","","","","325608","325555","325661","5","5","5"
"7528970","324171.5","324150","324193","12","12","12","","","","","",""
"7529051","","","","","","","325642","325642","325642","12","12","12"
"7529850","","","","","","","325699","325651","325747","-11","-11","-11"
"7530863","","","","","","","325779","325779","325779","11","11","11"
"7531407","324263","324228","324298","3","3","3","","","","","",""
"7533147","","","","","","","325811","325811","325811","5","5","5"
"7533995","324405","324405","324405","11","11","11","","","","","",""
"7534177","","","","","","","325878.5","325822","325935","9","9","9"
"7534914","324415","324383","324447","14","14","14","","","","","",""
"7535380","","","","","","","325941.5","325910","325973","-2","-2","-2"
"7536343","","","","","","","325921","325921","325921","11","11","11"
"7536724","324461","324461","324461","18","18","18","","","","","",""
"7537583","324561","324561","324561","16","16","16","","","","","",""
"7538312","","","","","","","326093","326093","326093","7","7","7"
"7538422","324539","324539","324539","8","8","8","","","","","",""
"7539429","324643","324643","324643","13","13","13","","","","","",""
"7539682","","","","","","","326107","326107","326107","-1","-1","-1"
"7540707","324626","324626","324626","6","6","6","","","","","",""
"7540852","","","","","","","326158.5","326120","326197","9","9","9"
"7541716","324721.5","324702","324741","8","8","8","","","","","",""
"7543180","","","","","","","326220","326220","326220","8","8","8"
"7544909","324781","324781","324781","4","4","4","","","","","",""
"7546790","324956","324956","324956","15","15","15","","","","","",""
"7547478","","","","","","","326450","326417","326483","15","15","15"
"7547903","324971","324936","325006","4","4","4","","","","","",""
"7548668","","","","","","","326487.5","326430","326545","8","8","8"
"7549138","325057","325057","325057","6","6","6","","","","","",""
"7549909","","","","","","","326553","326520","326586","-4","-4","-4"
"7550011","325093.5","325090","325097","15","15","15","","","","","",""
"7551207","","","","","","","326652","326652","326652","-1","-1","-1"
"7551291","325119","325091","325147","8","8","8","","","","","",""
"7552301","","","","","","","326621","326621","326621","10","10","10"
"7552673","325168","325168","325168","-1","-1","-1","","","","","",""
"7553502","325207","325169","325245","12","12","12","","","","","",""
"7553552","","","","","","","326709","326709","326709","5","5","5"
"7554670","","","","","","","326753","326721","326785","4","4","4"
"7555866","","","","","","","326849","326849","326849","-1","-1","-1"
"7556785","325336","325336","325336","8","8","8","","","","","",""
"7557870","325337","325337","325337","1","1","1","","","","","",""
"7558047","","","","","","","326833","326833","326833","14","14","14"
"7559096","325414","325414","325414","4","4","4","","","","","",""
"7560334","","","","","","","327012","326982","327042","5","5","5"
"7561153","325572","325572","325572","2","2","2","","","","","",""
"7561230","","","","","","","327031.5","326992","327071","14","14","14"
"7562361","325596","325570","325622","8","8","8","","","","","",""
"7563606","","","","","","","327093","327093","327093","5","5","5"
"7564195","325699","325699","325699","12","12","12","","","","","",""
"7564911","","","","","","","327172","327107","327237","6","6","6"
"7565075","325731.5","325724","325739","13","13","13","","","","","",""
"7565956","","","","","","","327269","327269","327269","15","15","15"
"7566197","325785","325785","325785","9","9","9","","","","","",""
"7567361","","","","","","","327311.5","327284","327339","3","3","3"
"7567417","325821.5","325802","325841","9","9","9","","","","","",""
"7568243","325803","325803","325803","14","14","14","","","","","",""
"7568442","","","","","","","327296","327296","327296","8","8","8"
"7569476","","","","","","","327430","327430","327430","8","8","8"
"7569665","325934","325934","325934","2","2","2","","","","","",""
"7570687","","","","","","","327468","327468","327468","8","8","8"
"7571051","325980","325966","325994","-1","-1","-1","","","","","",""
"7571987","326032","326032","326032","9","9","9","","","","","",""
"7573100","326080","326080","326080","7","7","7","","","","","",""
"7573545","","","","","","","327501","327501","327501","5","5","5"
"7574430","326139","326139","326139","2","2","2","","","","","",""
"7574644","","","","","","","327589","327589","327589","3","3","3"
"7575568","326122","326122","326122","10","10","10","","","","","",""
"7575759","","","","","","","327679","327679","327679","12","12","12"
"7576442","326212","326199","326225","9","9","9","","","","","",""
"7576907","","","","","","","327689","327689","327689","7","7","7"
"7577322","326231.5","326200","326263","10","10","10","","","","","",""
"7577786","","","","","","","327767","327767","327767","13","13","13"
"7578597","326276","326276","326276","4","4","4","","","","","",""
"7578723","","","","","","","327784","327784","327784","10","10","10"
"7580046","","","","","","","327798","327798","327798","3","3","3"
"7580924","326416","326416","326416","8","8","8","","","","","",""
"7581480","","","","","","","327888","327888","327888","6","6","6"
"7581935","326460","326460","326460","12","12","12","","","","","",""
"7582415","","","","","","","327966","327966","327966","13","13","13"
"7583267","326474","326432","326516","6","6","6","","","","","",""
"7583393","","","","","","","328002","327984","328020","13","13","13"
"7584682","","","","","","","328041.5","327998","328085","11","11","11"
"7585035","326511","326511","326511","12","12","12","","","","","",""
"7585985","326609.5","326587","326632","11","11","11","","","","","",""
"7586053","","","","","","","328093","328057","328129","3","3","3"
"7587129","326635.5","326588","326683","10","10","10","","","","","",""
"7589221","","","","","","","328281","328281","328281","9","9","9"
"7589527","326785","326785","326785","4","4","4","","","","","",""
"7590445","326784","326743","326825","11","11","11","","","","","",""
"7591550","326820","326820","326820","12","12","12","","","","","",""
"7592508","","","","","","","328353","328353","328353","-3","-3","-3"
"7593485","326925","326898","326952","7","7","7","","","","","",""
"7594586","326987.5","326975","327000","8","8","8","","","","","",""
"7595059","","","","","","","328455","328455","328455","5","5","5"
"7595570","326976","326976","326976","8","8","8","","","","","",""
"7596684","327071.5","327053","327090","7","7","7","","","","","",""
"7597201","","","","","","","328611","328611","328611","7","7","7"
"7597640","327054","327054","327054","14","14","14","","","","","",""
"7598193","","","","","","","328640","328640","328640","7","7","7"
"7598750","327161","327142","327180","9","9","9","","","","","",""
"7599177","","","","","","","328636","328575","328697","8","8","8"
"7599757","327224","327224","327224","6","6","6","","","","","",""
"7600191","","","","","","","328729","328729","328729","3","3","3"
"7600829","327220","327220","327220","9","9","9","","","","","",""
"7601517","","","","","","","328676","328676","328676","1","1","1"
"7601833","327221","327221","327221","13","13","13","","","","","",""
"7602542","","","","","","","328762","328762","328762","12","12","12"
"7602933","327328","327297","327359","7","7","7","","","","","",""
"7603574","","","","","","","328773","328773","328773","7","7","7"
"7604460","","","","","","","328916","328916","328916","11","11","11"
"7605081","327375","327375","327375","10","10","10","","","","","",""
"7605618","","","","","","","328979","328979","328979","9","9","9"
"7605701","327452","327452","327452","17","17","17","","","","","",""
"7606465","327453","327453","327453","13","13","13","","","","","",""
"7606635","","","","","","","329011","329011","329011","11","11","11"
"7607693","","","","","","","329043","329043","329043","7","7","7"
"7608244","327560.5","327531","327590","16","16","16","","","","","",""
"7609127","327580.5","327532","327629","10","10","10","","","","","",""
"7609783","","","","","","","329135","329135","329135","13","13","13"
"7610534","327609","327609","327609","4","4","4","","","","","",""
"7611200","","","","","","","329180.5","329157","329204","3","3","3"
"7612313","","","","","","","329170","329170","329170","12","12","12"
"7612611","327779","327779","327779","2","2","2","","","","","",""
"7613413","","","","","","","329234","329234","329234","6","6","6"
"7613545","327817","327817","327817","11","11","11","","","","","",""
"7614348","327853","327853","327853","13","13","13","","","","","",""
"7614722","","","","","","","329248","329248","329248","4","4","4"
"7615317","327895","327895","327895","2","2","2","","","","","",""
"7615811","","","","","","","329403","329403","329403","15","15","15"
"7616084","327847","327847","327847","11","11","11","","","","","",""
"7617912","","","","","","","329433","329433","329433","12","12","12"
"7618338","328024","328024","328024","1","1","1","","","","","",""
"7618925","","","","","","","329444","329444","329444","13","13","13"
"7619915","","","","","","","329530","329530","329530","13","13","13"
"7620047","328098","328098","328098","12","12","12","","","","","",""
"7620874","","","","","","","329576","329540","329612","13","13","13"
"7622269","","","","","","","329656","329630","329682","6","6","6"
"7622939","328222","328222","328222","5","5","5","","","","","",""
"7623014","","","","","","","329673.5","329639","329708","18","18","18"
"7624124","328254","328235","328273","6","6","6","","","","","",""
"7624245","","","","","","","329771","329771","329771","6","6","6"
"7625228","328316.5","328312","328321","5","5","5","","","","","",""
"7626108","","","","","","","329802.5","329748","329857","17","17","17"
"7626419","328313","328313","328313","4","4","4","","","","","",""
"7627464","328415","328415","328415","12","12","12","","","","","",""
"7627921","","","","","","","329843","329843","329843","11","11","11"
"7628388","328398","328398","328398","10","10","10","","","","","",""
"7629129","","","","","","","329978","329978","329978","11","11","11"
"7629395","328474","328474","328474","6","6","6","","","","","",""
"7630283","","","","","","","329943","329943","329943","14","14","14"
"7631550","","","","","","","330081","330081","330081","5","5","5"
"7632571","","","","","","","330078","330043","330113","13","13","13"
"7632697","328596","328553","328639","12","12","12","","","","","",""
"7633770","328657.5","328630","328685","8","8","8","","","","","",""
"7634320","","","","","","","330139","330139","330139","13","13","13"
"7634773","328631","328631","328631","9","9","9","","","","","",""
"7635650","","","","","","","330153","330153","330153","2","2","2"
"7635816","328774","328774","328774","7","7","7","","","","","",""
"7636939","328821","328821","328821","8","8","8","","","","","",""
"7637574","","","","","","","330322","330322","330322","12","12","12"
"7638280","328862","328862","328862","9","9","9","","","","","",""
"7638717","","","","","","","330360.5","330336","330385","8","8","8"
"7639786","","","","","","","330442","330442","330442","6","6","6"
"7640717","328982","328982","328982","12","12","12","","","","","",""
"7641941","329026","329017","329035","5","5","5","330537","330537","330537","13","13","13"
"7642924","","","","","","","330569","330569","330569","9","9","9"
"7644047","329124","329124","329124","12","12","12","","","","","",""
"7644176","","","","","","","330522","330522","330522","6","6","6"
"7645179","","","","","","","330608","330608","330608","11","11","11"
"7646208","","","","","","","330620","330620","330620","14","14","14"
"7646450","329202.5","329179","329226","2","2","2","","","","","",""
"7647398","","","","","","","330760","330760","330760","6","6","6"
"7648395","","","","","","","330755","330718","330792","8","8","8"
"7648439","329257","329257","329257","3","3","3","","","","","",""
"7649714","","","","","","","330861","330861","330861","7","7","7"
"7650301","329364","329335","329393","8","8","8","","","","","",""
"7650833","","","","","","","330820","330820","330820","6","6","6"
"7651188","329412","329412","329412","9","9","9","","","","","",""
"7651788","","","","","","","330890","330830","330950","11","11","11"
"7652058","329467","329467","329467","14","14","14","","","","","",""
"7652798","","","","","","","330982","330982","330982","7","7","7"
"7653292","329504.5","329490","329519","9","9","9","","","","","",""
"7653985","","","","","","","331045","331045","331045","7","7","7"
"7654462","329571","329571","329571","-1","-1","-1","","","","","",""
"7654974","","","","","","","331046","331015","331077","4","4","4"
"7656175","","","","","","","331084","331028","331140","9","9","9"
"7656301","329569","329569","329569","7","7","7","","","","","",""
"7657153","","","","","","","331114","331114","331114","13","13","13"
"7657372","329695","329695","329695","10","10","10","","","","","",""
"7658222","329658","329658","329658","11","11","11","","","","","",""
"7658992","","","","","","","331232.5","331209","331256","17","17","17"
"7659749","","","","","","","331250","331218","331282","18","18","18"
"7660457","329828","329828","329828","8","8","8","","","","","",""
"7660825","","","","","","","331286","331230","331342","12","12","12"
"7661466","329870","329870","329870","13","13","13","","","","","",""
"7662731","329889","329889","329889","12","12","12","","","","","",""
"7663127","","","","","","","331440","331440","331440","16","16","16"
"7663853","329931.5","329890","329973","9","9","9","","","","","",""
"7663968","","","","","","","331466","331466","331466","15","15","15"
"7664831","329991.5","329968","330015","10","10","10","","","","","",""
"7664889","","","","","","","331425","331425","331425","11","11","11"
"7665948","","","","","","","331511","331511","331511","7","7","7"
"7665950","330053.5","330044","330063","7","7","7","","","","","",""
"7667068","","","","","","","331578","331578","331578","7","7","7"
"7667297","330117","330117","330117","3","3","3","","","","","",""
"7668218","","","","","","","331622.5","331591","331654","12","12","12"
"7668332","330122","330122","330122","13","13","13","","","","","",""
"7669438","","","","","","","331660.5","331604","331717","3","3","3"
"7670246","330223","330200","330246","10","10","10","","","","","",""
"7670413","","","","","","","331615","331615","331615","13","13","13"
"7671430","","","","","","","331741","331701","331781","6","6","6"
"7672309","330337","330337","330337","16","16","16","","","","","",""
"7672410","","","","","","","331775","331712","331838","13","13","13"
"7673467","","","","","","","331797","331797","331797","12","12","12"
"7674410","330366","330366","330366","11","11","11","","","","","",""
"7675747","330462.5","330443","330482","8","8","8","","","","","",""
"7676658","330444","330444","330444","14","14","14","","","","","",""
"7676740","","","","","","","332026","332026","332026","9","9","9"
"7677849","","","","","","","331996","331996","331996","9","9","9"
"7678558","330598","330598","330598","6","6","6","","","","","",""
"7678893","","","","","","","332007","332007","332007","9","9","9"
"7679528","330622","330599","330645","10","10","10","","","","","",""
"7680166","","","","","","","332159","332159","332159","11","11","11"
"7681576","330677","330677","330677","14","14","14","","","","","",""
"7682113","","","","","","","332248","332248","332248","16","16","16"
"7682450","330771","330771","330771","11","11","11","","","","","",""
"7683340","330755","330755","330755","14","14","14","","","","","",""
"7684207","330840.5","330832","330849","12","12","12","","","","","",""
"7684517","","","","","","","332349","332349","332349","6","6","6"
"7685446","330866","330833","330899","6","6","6","","","","","",""
"7685659","","","","","","","332306","332306","332306","5","5","5"
"7686842","","","","","","","332420.5","332394","332447","4","4","4"
"7688894","331044","331044","331044","4","4","4","","","","","",""
"7690061","","","","","","","332505","332505","332505","7","7","7"
"7691159","331076","331076","331076","12","12","12","","","","","",""
"7692510","331202","331202","331202","4","4","4","","","","","",""
"7693471","331197.5","331154","331241","8","8","8","","","","","",""
"7694351","","","","","","","332702","332702","332702","-6","-6","-6"
"7694533","331259.5","331232","331287","1","1","1","","","","","",""
"7695388","","","","","","","332766","332766","332766","9","9","9"
"7695425","331317.5","331308","331327","18","18","18","","","","","",""
"7696302","","","","","","","332777","332777","332777","13","13","13"
"7697274","","","","","","","332905","332905","332905","11","11","11"
"7697322","331397.5","331386","331409","14","14","14","","","","","",""
"7699304","","","","","","","332885","332885","332885","13","13","13"
"7700204","","","","","","","332960.5","332895","333026","12","12","12"
"7701314","","","","","","","332982","332982","332982","14","14","14"
"7701650","331592","331592","331592","11","11","11","","","","","",""
"7702431","","","","","","","332994","332994","332994","7","7","7"
"7702794","331640","331640","331640","12","12","12","","","","","",""
"7703532","","","","","","","333081","333081","333081","-6","-6","-6"
"7703943","331658","331626","331690","3","3","3","","","","","",""
"7704884","331729","331729","331729","8","8","8","","","","","",""
"7705703","","","","","","","333215.5","333180","333251","4","4","4"
"7706171","331785","331785","331785","1","1","1","","","","","",""
"7706696","","","","","","","333305","333305","333305","10","10","10"
"7707225","331806","331781","331831","13","13","13","","","","","",""
"7707760","","","","","","","333277","333277","333277","10","10","10"
"7708327","331858","331858","331858","5","5","5","","","","","",""
"7709028","","","","","","","333406","333406","333406","5","5","5"
"7709608","331896","331859","331933","4","4","4","","","","","",""
"7710146","","","","","","","333441","333441","333441","10","10","10"
"7710708","331958","331936","331980","9","9","9","","","","","",""
"7711231","","","","","","","333445.5","333390","333501","10","10","10"
"7711876","332020.5","332013","332028","7","7","7","","","","","",""
"7713280","332050","332014","332086","5","5","5","","","","","",""
"7714402","","","","","","","333628","333628","333628","7","7","7"
"7715426","332168","332168","332168","12","12","12","","","","","",""
"7715450","","","","","","","333586","333586","333586","6","6","6"
"7716518","","","","","","","333697.5","333674","333721","12","12","12"
"7716697","332232","332232","332232","11","11","11","","","","","",""
"7717678","","","","","","","333756","333756","333756","5","5","5"
"7718911","332253","332253","332253","13","13","13","","","","","",""
"7719550","","","","","","","333782","333782","333782","14","14","14"
"7720264","332330","332330","332330","2","2","2","","","","","",""
"7721827","","","","","","","333904.5","333882","333927","10","10","10"
"7722605","332487","332487","332487","12","12","12","","","","","",""
"7722973","","","","","","","333973","333946","334000","11","11","11"
"7724042","","","","","","","333958","333958","333958","9","9","9"
"7725053","","","","","","","334030.5","333969","334092","-5","-5","-5"
"7725526","332563","332563","332563","8","8","8","","","","","",""
"7725881","","","","","","","334118","334118","334118","13","13","13"
"7726672","332649.5","332640","332659","8","8","8","","","","","",""
"7727135","","","","","","","334125.5","334067","334184","4","4","4"
"7728039","","","","","","","334213","334213","334213","15","15","15"
"7728980","","","","","","","334242","334242","334242","12","12","12"
"7729576","332751","332719","332783","7","7","7","","","","","",""
"7730062","","","","","","","334302","334302","334302","9","9","9"
"7730523","332796","332796","332796","7","7","7","","","","","",""
"7731141","","","","","","","334337","334337","334337","7","7","7"
"7731363","332861","332861","332861","15","15","15","","","","","",""
"7732100","","","","","","","334391","334391","334391","11","11","11"
"7733329","","","","","","","334360","334360","334360","12","12","12"
"7733391","332947","332947","332947","12","12","12","","","","","",""
"7734329","332991","332991","332991","10","10","10","","","","","",""
"7735293","332961","332961","332961","13","13","13","","","","","",""
"7735574","","","","","","","334527","334527","334527","13","13","13"
"7736299","333055.5","333038","333073","13","13","13","","","","","",""
"7736633","","","","","","","334529","334471","334587","10","10","10"
"7737354","333039","333039","333039","7","7","7","","","","","",""
"7737665","","","","","","","334588","334557","334619","8","8","8"
"7738197","333155","333155","333155","14","14","14","","","","","",""
"7738542","","","","","","","334607.5","334567","334648","14","14","14"
"7739236","333117","333117","333117","13","13","13","","","","","",""
"7739513","","","","","","","334653","334653","334653","8","8","8"
"7740361","333194","333194","333194","8","8","8","","","","","",""
"7740757","","","","","","","334666","334666","334666","9","9","9"
"7741613","333304","333304","333304","3","3","3","","","","","",""
"7742613","333309","333272","333346","14","14","14","","","","","",""
"7743363","333349","333349","333349","13","13","13","","","","","",""
"7744181","","","","","","","334877.5","334854","334901","4","4","4"
"7745609","333476","333476","333476","9","9","9","","","","","",""
"7746616","","","","","","","334956","334956","334956","-3","-3","-3"
"7747611","","","","","","","335038","335038","335038","13","13","13"
"7747854","333570","333570","333570","10","10","10","","","","","",""
"7748342","","","","","","","335024.5","334975","335074","19","19","19"
"7749289","","","","","","","335103","335103","335103","12","12","12"
"7749845","333655","333655","333655","10","10","10","","","","","",""
"7750390","","","","","","","335175","335175","335175","10","10","10"
"7752100","333714","333679","333749","7","7","7","","","","","",""
"7752620","","","","","","","335151","335151","335151","12","12","12"
"7754067","333833","333833","333833","10","10","10","","","","","",""
"7755134","","","","","","","335377","335377","335377","12","12","12"
"7756222","","","","","","","335376","335340","335412","11","11","11"
"7757372","","","","","","","335472","335472","335472","12","12","12"
"7758413","333989","333989","333989","7","7","7","","","","","",""
"7759331","","","","","","","335449","335449","335449","-8","-8","-8"
"7760387","","","","","","","335564.5","335535","335594","2","2","2"
"7760967","334105","334080","334130","9","9","9","","","","","",""
"7762040","334081","334081","334081","8","8","8","","","","","",""
"7762688","","","","","","","335663.5","335635","335692","8","8","8"
"7763054","334188.5","334158","334219","11","11","11","","","","","",""
"7763861","","","","","","","335648","335648","335648","9","9","9"
"7764289","334234","334234","334234","5","5","5","","","","","",""
"7764930","","","","","","","335762.5","335735","335790","13","13","13"
"7765295","334315","334315","334315","10","10","10","","","","","",""
"7766156","","","","","","","335748","335748","335748","12","12","12"
"7767106","334314","334314","334314","7","7","7","","","","","",""
"7767120","","","","","","","335886","335886","335886","13","13","13"
"7769027","334478","334478","334478","6","6","6","","","","","",""
"7769103","","","","","","","335856","335856","335856","14","14","14"
